id,name
7881," Jody Byrne (academic)"
7882," Steve Baker (motorcyclist)"
7883," Maud Frizon"
7884," Alfred H. Moses"
7885," Rodger Azadganian"
7886," John Singer (attorney)"
7887," Thunderstick"
7888," Timothy Greenfield-Sanders"
7889," Thomas J. O'Hara"
7890," Marko Vidojkovi%C4%87"
7891," Charles Doren"
7892," Derek See"
7893," David Banks (actor)"
7894," Tim Maurer"
7895," Lynne Cox"
7896," Axel Bruns (scholar)"
7897," Barry Larkin"
7898," John F. Smith (musician)"
7899," Jerry Rees"
7900," Shirani Bandaranayake"
7901," Richard Long (broadcaster)"
7902," Elisabeth Tonnard"
7903," Aykut Kocaman"
7904," Tatoul Markarian"
7905," Edward Roberts (Canadian politician)"
7906," Astrid Krag"
7907," Csaba Csere"
7908," Peter Clewes"
7909," Dale Resteghini"
7910," Sergey Koplyakov"
7911," Andrew Lang (basketball)"
7912," Booker Edgerson"
7913," Barbara Clegg"
7914," Rahul Peter Das"
7915," Phil Schiliro"
7916,"John Tomlinson, Baron Tomlinson"
7917," Dennis Wojtanowski"
7918," Rudyard Griffiths"
7919," Edward Constant II"
7920," Robert Arter"
7921," Cameron Beckman"
7922," Juha K. Tapio"
7923," H. Jay Melosh"
7924," Simon Fell"
7925," Elliott Kalan"
7926," Jonathon Prandi"
7927," Gary Smulyan"
7928," Aby King"
7929," Fendry Ekel"
7930," Eline Jurg"
7931," Alu (musician)"
7932," Willie Williams (set designer)"
7933," Duncan MacKay (footballer)"
7934," Jeff Boss"
7935," Peter Terting"
7936," Luba (singer)"
7937,"Eddie Lucio, Jr."
7938," Doug George"
7939," Hip%C3%B3lito Pichardo"
7940," Jerry Jacoby"
7941," Mark Zuckerberg"
7942," Mariana Seligmann"
7943," Emilio Tu%C3%B1%C3%B3n"
7944," Richard Winsor"
7945," Michael Rix"
7946," Hani Naser"
7947," Catherine Russell (singer)"
7948," Dal Richards"
7949," Ian C. Ballon"
7950," Parker Self"
7951," Elizabeth Warren"
7952," Gordon Kerr (British Army officer)"
7953," Leo J. O'Donovan"
7954," Steve Bunin"
7955," Miguel Gaud%C3%AAncio"
7956," Barbara Jane Reyes"
7957," Kevin Dutton"
7958," Harry Readshaw"
7959," David Thornburgh"
7960," Troy Rutter"
7961," Shannon Grant"
7962," Thomas Longo"
7963," Condoleezza Rice"
7964," Ram%C3%B3n Xirau"
7965," David Chaplin"
7966," Jimmy Charles"
7967," Dave Palone"
7968," Michael P. Collins"
7969," Ingrid Bengis"
7970," Garson Yu"
7971," Michele Newman"
7972," Marc Dillon Riddell"
7973," Bob Norster"
7974," Dario Floreano"
7975," Giles Milton"
7976," Wim Turkenburg"
7977," Bill Wyman"
7978," Amanda Gilman"
7979," Wilford W. Andersen"
7980," Frank McRae"
7981," Michael Wesley-Smith"
7982," J%C3%BCrg Fr%C3%B6hlich"
7983," Banwari Lal Joshi"
7984," Kenneth Kamler"
7985," Drew G. Montalvo"
7986," Charles Arthur Willard"
7987," Keith Lehrer"
7988," Linda Harasim"
7989," Vicki Gabereau"
7990," Josh Shipp (teen expert)"
7991," Taylor Burghard"
7992," Lee Edelman"
7993," Catherine Hanley"
7994," Ryan Giggs"
7995," Bruno Weil"
7996," Dale Talde"
7997," David Mulford"
7998," Dick Carlson"
7999," Lisa Nowak"
8000," Vittorio Giardino"
8001," Rob Deer"
8002," Andy Dunn"
8003," Giancarlo Pagliarini"
8004," David Warren (diplomat)"
8005," Nikki Iles"
8006," Wayne Wong"
8007," Peter Rae"
8008," Camilla Broe"
8009," Theo Anast"
8010," Gibby Gilbert"
8011," Kurt St. Thomas"
8012," Robert Marleau"
8013," Danielle Moore"
8014," Robert Gendler"
8015," Kerry and Lindsay Clare"
8016," Philip Schultz"
8017," Carolyn See"
8018," Craig DeRoche"
8019," Claude Charron"
8020," Luca Ferrari (writer)"
8021," Lance Russell"
8022," Peter King (Northern Ireland politician)"
8023," Craig Neidorf"
8024," Steve Jackson (thriller writer)"
8025," Jeff Brandes"
8026," Mahiro Maeda"
8027," Ilya Nikkolai"
8028," Jarkko Oikarinen"
8029," Jack Wisdom"
8030," Mike Roberts (sportscaster)"
8031," Danny Heater"
8032," William R. Hawkins"
8033," Rich Stubler"
8034," Carroll Baker"
8035," Thorsten Leibenath"
8036," Jeremy Keenan"
8037," Mami Kataoka"
8038," Caroline Hedwall"
8039," William T. Allen"
8040," Liang Wen-Chong"
8041," Gary Brunotte"
8042," Madhu Muttam"
8043," T. M. Scanlon"
8044," Ksenya Stepanycheva"
8045," Adam Masterson"
8046," Stuart Newman"
8047," Georgina Rono"
8048," Jan D'Alquen and Ron Eveslage"
8049," Robert Aitken (composer)"
8050," C. Mohan"
8051," James Tramel"
8052," Timeline of Kwame Kilpatrick's political career"
8053," Dennis Trewin"
8054," Joseph Hare"
8055," MoZella"
8056," John Banovich"
8057," Clete Blakeman"
8058," Buckwheat Donahue"
8059," Peter Schmeichel"
8060," Claes Cronqvist"
8061," Ratko Delorko"
8062," Richard Markham"
8063,"James Erskine, Earl of Mar and Kellie"
8064," Sarah Sewall"
8065," Joe Arpaio"
8066," David Bergman (baseball)"
8067," Patteson Oti"
8068," Merlin Tandjigora"
8069," Alexander Vinogradov (bass)"
8070," Sonny Ochs"
8071," Pierre Le Guennec"
8072," C. P. Radhakrishnan"
8073," Kevin De Clue"
8074," Carolyn Garcia"
8075," Jon Morris"
8076," Alessandra Sanguinetti"
8077," Jos%C3%A9 Achache"
8078," Phil Hoadley"
8079," John Studd (gynaecologist)"
8080," Alexander Markov"
8081," Wen Jiabao"
8082," Nuria Fern%C3%A1ndez"
8083," Charles Bigelow (type designer)"
8084," Andrea Beck"
8085," Mary Lou Graham"
8086," Peter Emmerich"
8087," Jacques Schyrgens"
8088," Steven E. Gordon"
8089," Julia Harari"
8090," Ara Babajian"
8091," Sachal Vasandani"
8092," Heather Hart"
8093," P. B. Premachandra"
8094," Thomas J. Bergersen"
8095," Robert Kyr"
8096," Jo%C3%ABl Mercier"
8097," Jonathan Clay (musician)"
8098," Julie Glass"
8099," William Cochran (tenor)"
8100," Janusz Bojarski"
8101," Peter Donolo"
8102," Sarfaraz K. Niazi"
8103," Stuart J. Youngner"
8104," Fernando Demar%C3%ADa"
8105," Colm Mac Con Iomaire"
8106," Paul Berendt"
8107," Bradford P. Campbell"
8108," Brian C. Rosenberg"
8109," Don Weser"
8110," Ken Owens"
8111," Richard Conlon"
8112," Walt Willey"
8113," Jason Barlow"
8114," Mike Freeman (columnist)"
8115," Lin and Larry Pardey"
8116," Kees Bakels"
8117," Lakshmi Shruti Settipalli"
8118," John Watson (film producer)"
8119," John Koza"
8120," Ronald Dominique"
8121," Mary-Lynn Neil"
8122," Kelly Kaduce"
8123," Connie Madigan"
8124," Sylvie Moreau"
8125," Mallory Holtman"
8126," Dante Ross"
8127," Tom Netherton"
8128," Jacinta Escudos"
8129," Epaphras Denga Ndaitwah"
8130," Barbara Henry"
8131," Tapani Kalliom%C3%A4ki"
8132," Bill Stevenson (musician)"
8133," Jeremy Wilkin"
8134," Oliver McMullan"
8135," Lei Mingqiu"
8136," Constantin Lupulescu"
8137," Jim Anderson (editor)"
8138," Helen Stone"
8139," Omar Pene"
8140," Masiela Lusha"
8141," Paul Varghese"
8142," Michael Muller (photographer)"
8143," Pat O' Driscoll"
8144," Franz Douskey"
8145," Rita O'Hare"
8146," P. B. Sawant"
8147," Eddie Brown (safety)"
8148," Randy Kamp"
8149," Paul Buckle"
8150," Brian Keenan (musician born 1982)"
8151," John R. Hargrove (attorney)"
8152," Job Komol"
8153," Erasmo Ramirez (left-handed pitcher)"
8154," Roger Scruton"
8155," David Blair (physicist)"
8156," David Fisher (writer)"
8157," Steve May"
8158," Seymour Jonathan Singer"
8159," Arthur Louis Schechter"
8160," Phil Tollestrup"
8161," Kurt Noll"
8162," Dave Clancy"
8163," Johnny Groth"
8164,"Teofisto Guingona, Jr."
8165," Kathryn Cholette"
8166," Pavel Litvinov"
8167," Joel Aguilar"
8168," Dirk Bruinenberg"
8169," Don Lee (baseball)"
8170," Ralph Caplan"
8171," Michelle Watts"
8172," Thomas Chang"
8173," Nayland Blake"
8174," Sara Baras"
8175," Claude Gilbert"
8176," Edward Dube"
8177," Gy%C3%B6rgy Gal%C3%A1ntai"
8178," Jos%C3%A9 Mar%C3%ADa S%C3%A1nchez Carri%C3%B3n"
8179," Cynthia Cooper (accountant)"
8180," Paul Broughton"
8181," Bruce Weigl"
8182," Fiona Hutchison"
8183," Benjamin C. Stark"
8184," David Sibley (politician)"
8185," Dan Siegel (musician)"
8186," Jason Begg-Smith"
8187," Gary Shaw"
8188," Dharam Ablashi"
8189," Ehud Olmert"
8190," Nikolay Baskov"
8191," Thomas Bohannan"
8192," Louise Hand"
8193," Richard Ashworth"
8194," Stephen O. Murray"
8195," Dave McCann (sportscaster)"
8196," Chris Lewis (Australian rules footballer)"
8197,"Rosalind Howells, Baroness Howells of St Davids"
8198," Ahmed Zaki Yamani"
8199," Toralv Maurstad"
8200," C%C3%A9dric Heymans"
8201," Bruce Fowle"
8202," Leo Igwe"
8203," Billy Tubbs"
8204," John Havan"
8205," Andrej Tisma"
8206," Vincent Signorelli"
8207," R%C3%A9my Julienne"
8208," Ted Childs"
8209," Ceiri Torjussen"
8210," John Moriarty (conductor)"
8211," Presnyakov brothers"
8212," Craig McAllister"
8213," Stewart Wilken"
8214," Sabine Kuegler"
8215," Roland Ratsiraka"
8216," Randy Phillips (politician)"
8217," R. Erdem Erkul"
8218," Rhona McLeod"
8219," Tom Gilmore (property developer)"
8220," Karen Alter"
8221," Tony Leachon"
8222," David Hill (musician and businessman)"
8223," Matt Bischoff"
8224," Matthew Marsh (actor)"
8225," Milt Newton"
8226,"Nigel Vinson, Baron Vinson"
8227," Nathan Cochrane"
8228," Mildred D. Taylor"
8229," Jason Mraz"
8230," Fernando Collor de Mello"
8231," David Wecker"
8232," Warren Creates"
8233," Drew Maloney"
8234," Eric Allaby"
8235," Luke McCabe"
8236," Yuli Berkovich"
8237," Antonia Okonma"
8238," Chris Pascoe"
8239," Teddy Zee"
8240," Paul Craig Roberts"
8241," Jerzy Onuch"
8242," R. Kelly"
8243," Howard J. Rubenstein"
8244," Marilyn C. Jones"
8245," Gerry Talaoc"
8246," Anita Lobel"
8247," Refaat El-Sayed"
8248," Helen Buckingham"
8249," David Calvert"
8250," Adam Schein"
8251," Simon Burney"
8252," Rintaro"
8253," Paul Wellings"
8254," Richard Goleszowski"
8255," Mike Kazlausky"
8256," Madeleine Begun Kane"
8257," John Harvey (racing driver)"
8258," John Patler"
8259," Vance Walberg"
8260," Harry Romero"
8261," James Goll"
8262," Mithun Chakraborty"
8263," Richard Misrach"
8264," Joe B. Hall"
8265," Connie Talbot"
8266," Neil Finn"
8267," Steven Wilf"
8268," Jordana Brewster"
8269," Dan Redican"
8270," Roland G%C3%A4bler"
8271," Will Wheaton"
8272," Aethelred Eldridge"
8273," Alistair Jackson"
8274," Rugil%C4%97 Milei%C5%A1yt%C4%97"
8275," Charles A. Williams III"
8276," Laurie Lynd"
8277," Nicholas Gledhill"
8278," John M. Facciola"
8279," Waqar A. Malik"
8280," Elise Paschen"
8281," Travis Barker"
8282," Masaru Tomita"
8283," Jim Geraghty"
8284," John Bitove"
8285," Martin Gooch"
8286," Lynn McDonald (academic)"
8287," David Wratt"
8288," Gilbert Kaplan"
8289," Juan Luis Arsuaga"
8290," Rick Mills"
8291," Katherine V. Forrest"
8292," Jane Golden"
8293," Laura Mintegi"
8294," Pacifico Marcos"
8295," Paddy Roberts (politician)"
8296," Jay Ohrberg"
8297," Mavis Fan"
8298," Bob Starr (wrestler)"
8299," David Sam"
8300," Frank Feely"
8301," Adorable Rub%C3%AD"
8302," David Headley"
8303," Elham Manea"
8304," Sultana Kamal"
8305," Angelica Agurbash"
8306," Ivan Kapitanets"
8307," John Mills-Cockell"
8308," Adam Hollingsworth"
8309," Maria D'Luz"
8310," Richard Lumb"
8311," John Paul Capps"
8312," Katja Tukiainen"
8313," Andre Sadeghian"
8314," Rob Benvie"
8315," Larry Smith (musician)"
8316," Hrvoje Kraljevi%C4%87"
8317," Michael Gibbons (boxer)"
8318," Mike Holmes (ice hockey)"
8319," Eric Saward"
8320," Robert Hilles"
8321," Willis Dysart"
8322," Albert van den Berg"
8323," Phil Austin"
8324," Pedro Calapez"
8325," Stephen T. Owens"
8326," Ross Bentley"
8327," Abdulaziz Sachedina"
8328," Khalid Ahmed Khan Kharal"
8329," Lee Eliot Berk"
8330," Tony Davis (businessman)"
8331," Sandy Gore"
8332," Michele Marsonet"
8333," Bryan Weisberg"
8334," Tarek Fatah"
8335," Ellie Rodr%C3%ADguez"
8336," Vartika Nanda"
8337," Mohamed Maalim Mohamud"
8338," William H. Walls"
8339," Mohammed Abdullah Azam"
8340," Mel Levine"
8341," Monika Christodoulou"
8342," Robert Cormack"
8343," Jayne West"
8344," Andrew J Carr"
8345," Andrew Lane (record producer)"
8346," Anneli Drecker"
8347," Jason Molins"
8348," Ramona Pringle"
8349," Mourad Mghizrat"
8350," Demetri McCamey"
8351," Tess Brunet"
8352," Sean Hayes (musician)"
8353," Joey D. Vieira"
8354," Xavier Gabaix"
8355," Michael Bate"
8356," Maura Stone"
8357," Kealoha"
8358," Danny Breeden"
8359," Bob Grim (American football)"
8360," Daniel Carter (LDS composer)"
8361," Billy O'Shea"
8362," Anil Nerode"
8363," Mohammad Bagher Ghalibaf"
8364," Charles T. Meide"
8365," Lucie Idlout"
8366," Colin Morgan"
8367," Charles Campion"
8368," Mike Echols (American football)"
8369," Haider Nawzad"
8370," ZP Theart"
8371," Bryan Rich"
8372," Uppuluri Mallikarjuna Sarma"
8373," George Wang"
8374," Antony Gough"
8375," Heather Hiscox"
8376," Sonja McLaughlan"
8377," Eddie O'Connor (businessman)"
8378," Ieva T%C4%81re"
8379," Murphy Dunne"
8380," Terence Guillermo"
8381," Georgios Vernicos"
8382," G. Randy Kasten"
8383," Constance DeJong"
8384," SJD (musician)"
8385," Irmelin Sandman Lilius"
8386," John Smiley (author)"
8387," Rachel Lloyd"
8388," James Blunt"
8389," Dice Raw"
8390," Sean Prunty"
8391," William C. Norris (general)"
8392," Kurt Asle Arvesen"
8393," Ray Zahab"
8394," Kessler Twins"
8395," Alessandro Troncon"
8396," Charles Koen"
8397," John Grillo"
8398," Dante Henderson"
8399," Alastair Watson"
8400," Marek Kohn"
8401," Barton Haynes"
8402," Ronan Keane"
8403," David Fiuczynski"
8404," David Baker (composer)"
8405," Bill Stealey"
8406," Brian Storseth"
8407," Roger Perry"
8408," E. Wayne Abercrombie"
8409," Stuart Wedge"
8410," Ernests Gulbis"
8411," Andrew McFadyen"
8412," Dennis McKinney"
8413," George Koskotas"
8414," Fares D. Noujaim"
8415," Katharina Nuttall"
8416," David L. Beck"
8417," On%C3%A1n Barreiros"
8418,"Derek Foster, Baron Foster of Bishop Auckland"
8419," Alberto C%C3%A1rdenas"
8420," Bartle Bull"
8421," Bo%C5%BEidara Turzonovov%C3%A1"
8422," Jonny Martinez"
8423," Manit Rastogi"
8424," Chris Brown"
8425," Sara Kamil-Yusof"
8426," Don Scott (Manitoba politician)"
8427," Oscar Gonzalez-Perez"
8428," Tsutomu Hata"
8429," Barry King"
8430," Susanne Gervay"
8431," Pocholo Villanueva"
8432," Sidra Sadaf"
8433," Stephen Jones (author)"
8434," Josh Hutcherson"
8435," Ambrose Evans-Pritchard"
8436," Joan Growe"
8437," Shirley Turner"
8438," Jared Wright (politician)"
8439," Murray Atkinson"
8440," George Tidy"
8441," Granit Taropin"
8442," Zara Glover"
8443," Patrick Cloutier"
8444," Chitra Bahadur K.C."
8445," Wallace Chang"
8446," Michael Jarjura"
8447," Mary Jo Kilroy"
8448," Frederik Boi"
8449," Maurice Moloney"
8450," Mike Dean (musician)"
8451," Robert L. Peters"
8452," Micky Lee Soule"
8453," Matthew J. Slaughter"
8454," Bogoljub Ko%C4%8Dovi%C4%87"
8455," Rohit Pande"
8456," Alun Leach-Jones"
8457," Jayden Attard"
8458," Ariane Lopez-Huici"
8459," Bronson La'Cassie"
8460," Arturo de Hoyos"
8461," Grant Curtis"
8462," William Haomae"
8463," Jeff Altman"
8464," Allen Wilson (American football)"
8465," Sweet Tee"
8466," Randy Blair"
8467," Mahmud Dhiyab"
8468," Ronnie Earle"
8469," John Kirton"
8470," R. Yogarajan"
8471," Walter Meskell"
8472," John Holder (cricketer)"
8473," Les Standiford"
8474," Peter Guber"
8475," Jean-Louis Huhta"
8476," Zehrudin Dokle"
8477," Sergio Pagano"
8478," Jon Corzine"
8479," Michelle Finn-Burrell"
8480," Bai Yansong"
8481," David Branch"
8482," Alan Pipes"
8483," Dorothy Y. Ko"
8484," Master P"
8485," Bernard Rochford"
8486," Roman Yakub"
8487," Giovanni Cimbalo"
8488," Serhat Arvas"
8489," Nicole Murray-Ramirez"
8490," Atul Singh"
8491," Ahmet %C5%9Eerif %C4%B0zg%C3%B6ren"
8492," Brian P. Kavanagh"
8493," John Cook (Texas politician)"
8494," Tep Vong"
8495," Xiaoyuan (Shawn) Chen"
8496," Chris Tomlin"
8497," Carlo Wolff"
8498," Tina Keeper"
8499," Norman Lovett"
8500," Roberto Mart%C3%ADnez"
8501," Alfred Amoroso"
8502," Aristides Patrinos"
8503," Michael Bay"
8504," Ajith Kumar"
8505," Margaret C. Snyder"
8506," Diana Haddad"
8507," Geoffrey Munn"
8508," Troy Buswell"
8509," Nikita Surkov"
8510," Mitch Cook"
8511," Viktoria Milvidskaia Belinsky"
8512," Tom Martin (baseball)"
8513," Michael Kenna (photographer)"
8514," Gerd Zewe"
8515," Tarek Madkour"
8516," Brownie Samukai"
8517," Laurent Naouri"
8518," Richard Seaford"
8519," Quim Monz%C3%B3"
8520," Franz Cibulka"
8521," Dean Buchanan"
8522," Aitzaz Ahsan"
8523," Felicity Palmer"
8524," Scott Lusader"
8525," Theresa Oswald"
8526," Ray Funk"
8527," John Oates"
8528," Will Hodgkinson"
8529," Germ%C3%A1n Arangio"
8530," Livar Nysted"
8531," Stuart Robson (speedway rider)"
8532," John Blashford-Snell"
8533," Michael Brauer"
8534," Danny Ben-Moshe"
8535," Antonios Naguib"
8536," Laurence Traiger"
8537," Les Kaufman"
8538," Frank Marzullo"
8539," W. Joe Hoppe"
8540," Philip Zaleski"
8541," Sandra Mihanovich"
8542," Jim Rosenhaus"
8543," Igor Gr%C3%A4zin"
8544," Santiago O%C3%B1ate Laborde"
8545," Robin Ticciati"
8546," Dean Treanor"
8547," James Golden (radio personality)"
8548," Hartmut F%C3%A4hndrich"
8549," Josh James"
8550," Pavel Douglas"
8551," Richard A. Cash"
8552," Rustem Dautov"
8553," Sallie Foley"
8554," Glyn Dillon"
8555," Enrique Serna"
8556," Abdoulaye Diakit%C3%A9"
8557," Roland Lethem"
8558," Nick Cheung"
8559," T. Allan McArtor"
8560," Jennifer Cody Epstein"
8561," Mort Gerberg"
8562," Craig Johnson (ice hockey b. 1972)"
8563," Bruce Mulherin"
8564," Steven T. DeKosky"
8565," Ernie Fage"
8566," Morton Estrin"
8567," Leonid Maltsev"
8568," Mikhail Piotrovsky"
8569," Ant (comedian)"
8570," Lisbet Rugtvedt"
8571," Al Weis"
8572," Alan Charles Kors"
8573," Margaret Calvert"
8574," Stephen Hickman"
8575," Michelle Patron"
8576," Mike Ferner"
8577," Ian Ritchie (entrepreneur)"
8578," Vicky Entwistle"
8579," Debby Bishop"
8580," Andrew Simone"
8581," John Hollinger"
8582," Martin Galling"
8583," Martin Roberts (rugby union)"
8584," Tommy Anderson (footballer)"
8585," John Georges"
8586," Pepetela"
8587," Ton Scherpenzeel"
8588," Eli Wilkie"
8589," Ken Jay"
8590," Barry Williamson"
8591," Snorri Magn%C3%BAsson"
8592," Christo Kasabi"
8593," Tony Bullimore"
8594," John van Bruggen"
8595," Jonathan Blake"
8596," Iva Videnova"
8597," Lawrence A. Gordon"
8598," Jon L. Mills"
8599," Matthew Reed"
8600," Jimmy Wales"
8601," Pascal Anson"
8602," John Beard (news anchor)"
8603," Alan Tripp"
8604," Gloria Macapagal-Arroyo"
8605," Richie Pratt"
8606," John Burton (actor)"
8607," Gerry Harrison"
8608," Danny Lange"
8609," Slavik Kryklyvyy"
8610," Pierre Sprey"
8611," Steven S. Vogt"
8612," Michael C. Heim"
8613," Ciaran Joyce"
8614," Viggo Mortensen"
8615," Gerard van der Lem"
8616," Peter Hulme-Cross"
8617," Mandy Rain"
8618," Tom Cleverley"
8619," Robert Horton (actor)"
8620," Kalyani Nair"
8621," Krzysztof Piesiewicz"
8622," Mark Kellner"
8623," Halil G%C3%BCven"
8624," Guillermo Santa Cruz"
8625," Brandon Decker"
8626," Sergio Tiempo"
8627," John Waiko"
8628," Marc Bell (cartoonist)"
8629," Prema Srinivasan"
8630," Roy McMakin"
8631," Leonel Felice"
8632," Mauro Pagani"
8633," Jackie Frazier-Lyde"
8634," Brian Austin"
8635," S%C3%A9bastien Chabal"
8636," Reginald Finger"
8637," Jussi Huttunen"
8638," Graham Broad"
8639," Geoffrey Chard"
8640," Rob Leary"
8641," Mike Duggan"
8642," Carl Allen (drummer)"
8643," Gabriel Igbinedion"
8644," Jim Umbarger"
8645," Tina Darragh"
8646," Benji Hughes"
8647," Martin Garbus"
8648," Larry Bock"
8649," Sander Berk"
8650," Laurence Meyer"
8651," Billy Rohr"
8652," Masashi Hamauzu"
8653," Nguy%E1%BB%85n Th%E1%BB%8B B%C3%ACnh"
8654," Edward H. Simpson"
8655," Mike McCurry (referee)"
8656," Andrew Saul"
8657," %C3%81rni %C3%9E%C3%B3r Sigur%C3%B0sson"
8658," Jere Osgood"
8659," David Hill (arts director)"
8660," James F. Robinson (filmmaker)"
8661," Ian Denis Johnson"
8662," Mark Falcoff"
8663," Ian Blackwood"
8664," Shane Atkinson"
8665," Katherine Lanpher"
8666," Alizeh Imtiaz"
8667," Hanna Nasser (academic)"
8668," Gnima Faye"
8669," Saugata Roy"
8670," Dick Gernert"
8671," Jorge Isaac"
8672," J.T. Holden"
8673," Gary Smith (philosopher)"
8674," Claude Cousineau"
8675," Tansu %C3%87iller"
8676," John Berberian"
8677," Fergus O'Hare"
8678," Joe Torre"
8679," Eduardo Angeloz"
8680," Bernt Johan Collet"
8681," Susan Bissell"
8682," Joe Alves"
8683," Ken Caldeira"
8684," Melissa Fiorentino"
8685," Jeff Coleman"
8686," Denis Crossan"
8687," Ram Gopal Varma"
8688," Peter Faulks"
8689," William S. Scott"
8690," Bruce Nelson (naval architect)"
8691," Lady Apache"
8692," Tavo %C3%81lvarez"
8693," Nikolay Kaufman"
8694," Shruti Haasan"
8695," Gary McCormick"
8696," Ralph Turlington"
8697," Marcus Lloyd"
8698," Nicole Malinconi"
8699," Dale Ellis"
8700," %C3%93scar Robles"
8701," Lola the Vamp"
8702," Nikolay Barekov"
8703," Corporal Punishment (wrestler)"
8704," Prasanth Parameswaran"
8705," Maja Trochimczyk"
8706," Akhtar Hassan Khan Gorchani"
8707," K. N. Rao"
8708," Edzard Reuter"
8709," Dan Mancini"
8710," Alexander Goldberg"
8711," Robert Guest"
8712," Pierre Courbois"
8713," Abdullahi Ibrahim"
8714," Dario Alioto"
8715," Paul Morgan (footballer)"
8716," Steve Ellsworth"
8717," Nick Phoenix"
8718," Andre Crawford"
8719," Deborah Geffner"
8720," Anna Grabka"
8721," Mike Costanza"
8722," Kristin Key"
8723," Brad Hatfield"
8724," Takis Ikonomopoulos"
8725," Leslie Green (philosopher)"
8726," Duncan Edmonds"
8727," Dave Morrison (footballer)"
8728," John Tree"
8729," Matthew Barrett (banker)"
8730," Paul A. Lombardo"
8731," Joseph Charron"
8732," John Perry (Irish politician)"
8733," Michael Lacey"
8734," Mike Siegel"
8735," Habib Jafar"
8736," Stephanie Trong"
8737," John Baxter (engineer)"
8738," Brad Tilden"
8739," Ramona Douglass"
8740," Marc Vann"
8741," Ald%C3%A9a Landry"
8742,"Eduardo Cojuangco, Jr."
8743," Jason Drummond"
8744," Zita Ajkler"
8745," Debra Saunders"
8746," Sydney Johnson"
8747," Lyn Provost (New Zealand)"
8748," Mike Cunning"
8749," Ben Sveinson"
8750," Howard Fredeen"
8751," Jo%C5%BEe Snoj"
8752," Nelly Maes"
8753," Matthias Hues"
8754," Rik Cordero"
8755," Griselda Tessio"
8756," David Wells Roth"
8757," John Little (academic)"
8758," Eric Smith (sportscaster)"
8759," Dylan McLaren"
8760," Jacquelin Holzman"
8761," Catriona Sparks"
8762," Moussa Sissoko"
8763," Aga Khan IV"
8764," Prasad V Potluri"
8765," Alberto Goldman"
8766," Dave Desroches"
8767," Rusdi Suparman"
8768," Neil Erland Byers"
8769," Blaine Fowler"
8770," Ross Mountain"
8771," John Buckley (sculptor)"
8772," John Lee (New South Wales)"
8773," Kerry Ellis"
8774," Carolyn Hayward"
8775," Anna Hazare"
8776," Piers Moore Ede"
8777," Jeff Overton"
8778," Rostislav Ordovsky-Tanaevsky Blanco"
8779," Wayne Quinn"
8780," H%C3%A9ctor de la Cruz"
8781," James Lowes"
8782," Itch Jones"
8783," Lol Hammond"
8784," Alexandre Chorin"
8785," Sandra Prinsloo"
8786," Lata Pada"
8787," Barbara J. Minshall"
8788," Meni Levi"
8789," Jan Faul"
8790," Arlene Wohlgemuth"
8791," Young Steff"
8792," Nigel Clough"
8793," Ariyon Bakare"
8794," Musa M'Boob"
8795," Richard Ian Kimball"
8796," Joseph Roebuck"
8797," Anna Vissi"
8798," John Peavey"
8799," Yasushi Ishii"
8800," Phil Bennion"
8801," Robert Naylor (chief executive officer)"
8802," Lelo Nazario"
8803," Steven Rosenberg"
8804," Eric Byrne"
8805," Ian Davison"
8806," Klaus Sulzenbacher"
8807," Sadamu Uriu"
8808," Keith Nugent"
8809," Faze (musician)"
8810," Hiram Monserrate"
8811," Brian Park"
8812," Manchild (rapper)"
8813," Robert Cheseret"
8814," Haji Bagcho"
8815," Shirley D. Bowler"
8816," John Keogh (footballer)"
8817," Hagop S. Akiskal"
8818," Layla El"
8819," Edmundo Farolan"
8820," S%C3%A9anna Breathnach"
8821," Lloyd D. George"
8822," Michael the Maven"
8823," Alfred R. Kelman"
8824," Aur%C3%A9lie Claudel"
8825," Vicente Bot%C3%ADn"
8826," Kardinal Offishall"
8827," Jessica Dereschuk"
8828," Charlie Kadupski"
8829," Lauren Manning"
8830," Chris Oxspring"
8831," Gerda Stevenson"
8832," Di%C3%A1na Detre"
8833," Gary Delaney"
8834," Jamar Chess"
8835," Mario Raviglione"
8836," Ibrahim Abouleish"
8837," Shinji Miyadai"
8838," Patrick Wintour"
8839," Rowan Jones"
8840," Johnny Moeller"
8841," Jason Roach (curler)"
8842," John Bourn"
8843," Claudio Pelissero"
8844," Mohamed Gad-el-Hak"
8845," Lester R. Brown"
8846," David de Vries"
8847," Meaghan Morris"
8848," Richard Wilson (sculptor)"
8849," Tom Schulman"
8850," Michael Wiesenberg"
8851," Peter Graystone"
8852," Paul Leonard (writer)"
8853," Peter Webb (politician)"
8854," Margherita Rinaldi"
8855," Eric Platz"
8856," Ernesto Palacio"
8857," Roberto Mancini"
8858," Charles Ryan (mayor)"
8859," Silje Holtet"
8860," Pierre Bernard (politician)"
8861," Russell A. Anderson"
8862," John E. Stith"
8863," Eric Stefanson"
8864," Anthony Farace"
8865," Anand Sai"
8866," Sue Thearle"
8867," Daniel Lentz"
8868," Ola T. Heggem"
8869," Candice Sanders"
8870," David Sandlin"
8871," Majda %C5%A0irca"
8872," Jaber F. Gubrium"
8873," Rebecca Ferguson"
8874," Ricardo Iorio"
8875," Bill Bowler"
8876," Yuka Kobayashi"
8877," Chris Field (composer)"
8878," Juan Williams"
8879," Julian Cardona"
8880," Anelia Pavlova"
